时间,1#给煤机瞬时流量输出信号,高温省煤器进口O2浓度（左）,高温省煤器进口O2浓度（右）,一次风转速,二次风转速
2022-11-14 00:00:00,6.246,1.977,1.716,39.41,21.186
2022-11-14 00:00:05,6.138,1.928,1.747,39.418,21.632
2022-11-14 00:00:10,6.032,1.924,1.735,39.41,21.797
2022-11-14 00:00:15,5.993,1.955,1.676,39.413,21.973
2022-11-14 00:00:20,6.015,1.924,1.697,39.413,21.955
2022-11-14 00:00:25,5.994,1.83,1.762,39.413,21.978
2022-11-14 00:00:30,6.16,1.797,1.813,39.406,21.985
2022-11-14 00:00:35,6.121,1.822,1.924,39.41,22.193
2022-11-14 00:00:40,6.262,1.918,1.854,39.41,22.193
2022-11-14 00:00:45,6.246,2.01,1.865,39.413,22.19
2022-11-14 00:00:50,6.128,2.13,1.833,39.41,22.197
2022-11-14 00:00:55,6.153,2.183,1.803,39.41,22.197
2022-11-14 00:01:00,6.141,2.21,1.856,39.406,22.193
2022-11-14 00:01:05,6.151,2.208,1.936,39.41,22.193
2022-11-14 00:01:10,6.153,2.203,1.931,39.41,22.19
2022-11-14 00:01:15,6.001,2.175,1.95,39.413,22.197
2022-11-14 00:01:20,6.033,2.203,1.902,39.418,22.19
2022-11-14 00:01:25,6.002,2.224,1.95,39.41,22.193
2022-11-14 00:01:30,6.03,2.278,1.942,39.41,22.197
2022-11-14 00:01:35,6.026,2.238,1.972,39.41,22.197
2022-11-14 00:01:40,5.999,2.2,1.998,39.41,22.197
2022-11-14 00:01:45,6.154,2.257,2.049,39.413,22.193
2022-11-14 00:01:50,6.133,2.23,2.079,39.413,22.193
2022-11-14 00:01:55,6.152,2.196,2.1,39.414,22.19
2022-11-14 00:02:00,6.01,2.189,2.079,39.406,22.197
2022-11-14 00:02:05,6.013,2.179,2.054,39.413,22.197
2022-11-14 00:02:10,5.999,2.19,2.095,39.41,22.197
2022-11-14 00:02:15,5.995,2.19,2.072,39.41,22.197
2022-11-14 00:02:20,6.005,2.179,2.14,39.41,22.19
2022-11-14 00:02:25,6.033,2.19,2.16,39.41,22.19
2022-11-14 00:02:30,5.993,2.204,2.174,39.406,22.193
2022-11-14 00:02:35,6.003,2.282,2.144,39.413,22.193
2022-11-14 00:02:40,6.04,2.328,2.115,39.418,22.193
2022-11-14 00:02:45,5.999,2.282,2.064,39.41,22.197
2022-11-14 00:02:50,6.03,2.222,2.086,39.41,22.19
2022-11-14 00:02:55,5.87,2.173,2.128,39.41,22.193
2022-11-14 00:03:00,5.902,2.149,2.188,39.418,22.193
2022-11-14 00:03:05,6.001,2.152,2.172,39.41,22.197
2022-11-14 00:03:10,6.148,2.203,2.124,39.414,22.186
2022-11-14 00:03:15,6.242,2.249,2.101,39.413,22.193
2022-11-14 00:03:20,6.153,2.265,2.089,39.406,22.193
2022-11-14 00:03:25,6.01,2.273,2.052,39.413,22.197
2022-11-14 00:03:30,5.888,2.283,2.023,39.41,22.19
2022-11-14 00:03:35,5.906,2.257,1.985,39.406,22.201
2022-11-14 00:03:40,6.022,2.22,2.005,39.41,22.193
2022-11-14 00:03:45,6.031,2.171,2.027,39.413,22.197
2022-11-14 00:03:50,6.131,2.12,2.091,39.413,22.193
2022-11-14 00:03:55,6.135,2.075,2.156,39.41,22.197
2022-11-14 00:04:00,6.145,2.065,2.156,39.406,22.197
2022-11-14 00:04:05,6.148,2.12,2.073,39.413,22.193
2022-11-14 00:04:10,6.12,2.171,2.093,39.417,22.193
2022-11-14 00:04:15,6.119,2.218,2.076,39.418,22.19
2022-11-14 00:04:20,6.029,2.201,2.023,39.406,22.197
2022-11-14 00:04:25,6.137,2.161,1.995,39.41,22.197
2022-11-14 00:04:30,6.01,2.181,2.006,39.413,22.193
2022-11-14 00:04:35,6.133,2.196,2.002,39.414,22.193
2022-11-14 00:04:40,5.903,2.186,1.94,39.413,22.193
2022-11-14 00:04:45,6.128,2.161,2.018,39.406,22.197
2022-11-14 00:04:50,6.156,2.145,2.036,39.406,22.197
2022-11-14 00:04:55,5.999,2.153,2.049,39.413,22.193
2022-11-14 00:05:00,6.147,2.185,2.003,39.41,22.193
2022-11-14 00:05:05,6.119,2.186,1.983,39.413,22.193
2022-11-14 00:05:10,6.138,2.179,2.01,39.406,22.197
2022-11-14 00:05:15,6.15,2.173,2.045,39.414,22.193
2022-11-14 00:05:20,6.148,2.226,1.964,39.418,22.193
2022-11-14 00:05:25,6.022,2.212,1.966,39.41,22.197
2022-11-14 00:05:30,6.152,2.212,1.962,39.413,22.193
2022-11-14 00:05:35,6.124,2.277,1.981,39.41,22.197
2022-11-14 00:05:40,6.151,2.306,1.919,39.417,22.193
2022-11-14 00:05:45,6.12,2.277,2.01,39.414,22.197
2022-11-14 00:05:50,6.148,2.253,2.013,39.41,22.19
2022-11-14 00:05:55,6.024,2.19,2.07,39.413,22.2
2022-11-14 00:06:00,6.122,2.124,2.087,39.41,22.197
2022-11-14 00:06:05,6.137,2.126,2.051,39.413,22.189
2022-11-14 00:06:10,6.157,2.138,2.02,39.413,22.193
2022-11-14 00:06:15,6.157,2.135,1.99,39.418,22.197
2022-11-14 00:06:20,6.153,2.124,2.019,39.413,22.197
2022-11-14 00:06:25,6.143,2.142,1.972,39.413,22.193
2022-11-14 00:06:30,6.144,2.142,1.942,39.413,22.19
2022-11-14 00:06:35,6.144,2.142,1.905,39.413,22.193
2022-11-14 00:06:40,6.03,2.11,1.958,39.418,22.197
2022-11-14 00:06:45,6.159,2.114,1.934,39.41,22.197
2022-11-14 00:06:50,6.005,2.091,1.924,39.413,22.193
2022-11-14 00:06:55,6.03,2.008,2.036,39.414,22.197
2022-11-14 00:07:00,5.998,1.961,2.05,39.413,22.19
2022-11-14 00:07:05,6.03,1.973,2.069,39.41,22.197
2022-11-14 00:07:10,6.034,2.004,2.009,39.413,22.19
2022-11-14 00:07:15,6.127,2.034,2.005,39.41,22.197
2022-11-14 00:07:20,6.155,2.104,1.938,39.414,22.193
2022-11-14 00:07:25,6.156,2.171,1.92,39.41,22.193
2022-11-14 00:07:30,6.159,2.161,1.894,39.413,22.19
2022-11-14 00:07:35,5.997,2.173,1.899,39.41,22.193
2022-11-14 00:07:40,5.993,2.181,1.914,39.413,22.19
2022-11-14 00:07:45,6.125,2.13,2.045,39.414,22.193
2022-11-14 00:07:50,6.003,2.075,2.023,39.414,22.197
2022-11-14 00:07:55,6.157,2.047,1.995,39.41,22.197
2022-11-14 00:08:00,6.122,2.02,1.982,39.413,22.19
2022-11-14 00:08:05,5.997,2.073,1.962,39.413,22.197
2022-11-14 00:08:10,6.133,2.114,1.976,39.41,22.197
2022-11-14 00:08:15,6.148,2.152,1.994,39.413,22.186
2022-11-14 00:08:20,6.01,2.194,2.043,39.413,22.193
2022-11-14 00:08:25,6.03,2.245,2.007,39.41,22.193
2022-11-14 00:08:30,6.12,2.253,1.966,39.406,22.193
2022-11-14 00:08:35,6.142,2.218,1.927,39.41,22.193
2022-11-14 00:08:40,6.376,2.182,2.015,39.414,22.193
2022-11-14 00:08:45,6.269,2.138,1.99,39.413,22.186
2022-11-14 00:08:50,6.158,2.132,1.95,39.413,22.19
2022-11-14 00:08:55,6.03,2.145,1.957,39.41,22.197
2022-11-14 00:09:00,6.03,2.126,2.012,39.41,22.2
2022-11-14 00:09:05,6.133,2.128,1.976,39.418,22.193
2022-11-14 00:09:10,6.148,2.112,1.973,39.41,22.197
2022-11-14 00:09:15,6.137,2.128,2.003,39.41,22.19
2022-11-14 00:09:20,6.13,2.126,1.995,39.41,22.197
2022-11-14 00:09:25,6.157,2.12,1.991,39.418,22.19
2022-11-14 00:09:30,6.159,2.13,2.056,39.414,22.197
2022-11-14 00:09:35,6.122,2.12,2.052,39.406,22.193
2022-11-14 00:09:40,6.122,2.135,2.071,39.41,22.197
2022-11-14 00:09:45,6.152,2.173,2.109,39.41,22.2
2022-11-14 00:09:50,6.139,2.202,2.09,39.418,22.193
2022-11-14 00:09:55,6.122,2.22,2.039,39.414,22.197
2022-11-14 00:10:00,6.123,2.2,2.008,39.421,22.19
2022-11-14 00:10:05,6.149,2.185,2.039,39.414,22.193
2022-11-14 00:10:10,6.12,2.171,2.003,39.414,22.197
2022-11-14 00:10:15,5.999,2.2,1.939,39.41,22.193
2022-11-14 00:10:20,6.034,2.193,1.945,39.414,22.197
2022-11-14 00:10:25,5.995,2.124,1.952,39.406,22.193
2022-11-14 00:10:30,6.03,2.098,2.032,39.414,22.197
2022-11-14 00:10:35,6.126,2.071,2.025,39.413,22.19
2022-11-14 00:10:40,6.024,2.05,2.0,39.41,22.197
2022-11-14 00:10:45,6.021,2.046,1.96,39.406,22.193
2022-11-14 00:10:50,6.029,2.049,1.968,39.413,22.197
2022-11-14 00:10:55,5.899,2.069,1.987,39.406,22.19
2022-11-14 00:11:00,6.0,2.098,2.029,39.417,22.197
2022-11-14 00:11:05,6.03,2.165,2.039,39.406,22.193
2022-11-14 00:11:10,5.995,2.204,2.021,39.41,22.19
2022-11-14 00:11:15,6.028,2.204,2.034,39.413,22.201
2022-11-14 00:11:20,6.028,2.197,1.939,39.41,22.19
2022-11-14 00:11:25,6.028,2.179,1.94,39.413,22.193
2022-11-14 00:11:30,6.131,2.171,1.925,39.41,22.19
2022-11-14 00:11:35,6.138,2.161,1.926,39.413,22.193
2022-11-14 00:11:40,6.028,2.152,1.903,39.41,22.193
2022-11-14 00:11:45,6.153,2.155,1.886,39.406,22.193
2022-11-14 00:11:50,6.155,2.173,1.909,39.41,22.19
2022-11-14 00:11:55,6.122,2.19,1.918,39.417,22.193
2022-11-14 00:12:00,6.019,2.157,1.946,39.414,22.197
2022-11-14 00:12:05,6.014,2.135,1.912,39.413,22.193
2022-11-14 00:12:10,5.997,2.145,1.898,39.418,22.197
2022-11-14 00:12:15,6.032,2.165,1.837,39.41,22.193
2022-11-14 00:12:20,6.003,2.204,1.886,39.413,22.197
2022-11-14 00:12:25,6.032,2.236,1.825,39.413,22.193
2022-11-14 00:12:30,6.12,2.243,1.871,39.418,22.2
2022-11-14 00:12:35,6.146,2.241,1.85,39.41,22.19
2022-11-14 00:12:40,6.006,2.228,1.965,39.418,22.2
2022-11-14 00:12:45,6.149,2.169,1.927,39.406,22.19
2022-11-14 00:12:50,6.031,2.155,1.899,39.417,22.193
2022-11-14 00:12:55,6.001,2.139,1.917,39.41,22.193
2022-11-14 00:13:00,6.028,2.081,1.953,39.41,22.193
2022-11-14 00:13:05,5.894,2.063,1.981,39.414,22.198
2022-11-14 00:13:10,5.999,2.083,1.998,39.418,22.197
2022-11-14 00:13:15,6.015,2.084,2.058,39.41,22.193
2022-11-14 00:13:20,6.153,2.077,2.052,39.413,22.197
2022-11-14 00:13:25,6.124,2.081,1.99,39.41,22.197
2022-11-14 00:13:30,6.149,2.102,1.922,39.41,22.193
2022-11-14 00:13:35,6.154,2.093,2.001,39.413,22.197
2022-11-14 00:13:40,6.155,2.071,1.995,39.413,22.197
2022-11-14 00:13:45,6.013,2.057,1.958,39.406,22.19
2022-11-14 00:13:50,6.032,1.998,1.988,39.413,22.2
2022-11-14 00:13:55,6.122,1.951,2.008,39.414,22.197
2022-11-14 00:14:00,6.131,1.947,1.969,39.406,22.186
2022-11-14 00:14:05,6.403,1.981,1.961,39.41,22.193
2022-11-14 00:14:10,6.249,2.087,1.933,39.41,22.19
2022-11-14 00:14:15,6.251,2.169,1.907,39.413,22.197
2022-11-14 00:14:20,6.027,2.177,1.875,39.414,22.197
2022-11-14 00:14:25,6.118,2.186,1.829,39.41,22.193
2022-11-14 00:14:30,6.151,2.175,1.843,39.413,22.193
2022-11-14 00:14:35,6.142,2.161,1.877,39.41,22.193
2022-11-14 00:14:40,6.125,2.132,1.882,39.41,22.19
2022-11-14 00:14:45,6.151,2.081,1.908,39.413,22.197
2022-11-14 00:14:50,5.993,2.053,1.89,39.41,22.193
2022-11-14 00:14:55,6.12,2.093,1.959,39.41,22.193
2022-11-14 00:15:00,6.01,2.148,2.008,39.413,22.197
2022-11-14 00:15:05,6.028,2.148,1.998,39.418,22.2
2022-11-14 00:15:10,6.021,2.061,1.985,39.414,22.193
2022-11-14 00:15:15,6.014,2.001,1.914,39.406,22.19
2022-11-14 00:15:20,5.993,1.985,1.878,39.41,22.193
2022-11-14 00:15:25,5.993,2.012,1.885,39.418,22.197
2022-11-14 00:15:30,6.017,2.028,1.917,39.41,22.197
2022-11-14 00:15:35,5.908,2.061,1.87,39.41,22.19
2022-11-14 00:15:40,6.002,2.073,1.871,39.41,22.193
2022-11-14 00:15:45,5.891,2.189,1.858,39.41,22.198
2022-11-14 00:15:50,5.87,2.218,1.874,39.418,22.197
2022-11-14 00:15:55,6.027,2.21,1.847,39.41,22.193
2022-11-14 00:16:00,5.995,2.218,1.88,39.418,22.2
2022-11-14 00:16:05,6.022,2.144,1.935,39.413,22.193
2022-11-14 00:16:10,6.012,2.061,2.008,39.417,22.193
2022-11-14 00:16:15,6.027,2.063,2.009,39.414,22.197
2022-11-14 00:16:20,5.995,2.101,2.012,39.413,22.193
2022-11-14 00:16:25,6.013,2.106,1.981,39.41,22.19
2022-11-14 00:16:30,5.775,2.102,2.021,39.413,22.193
2022-11-14 00:16:35,5.884,2.13,1.935,39.41,22.197
2022-11-14 00:16:40,6.001,2.159,2.025,39.413,22.193
2022-11-14 00:16:45,5.894,2.138,2.027,39.406,22.193
2022-11-14 00:16:50,6.023,2.163,2.113,39.418,22.201
2022-11-14 00:16:55,5.993,2.194,2.061,39.41,22.19
2022-11-14 00:17:00,6.006,2.247,2.038,39.418,22.193
2022-11-14 00:17:05,6.134,2.323,1.953,39.413,22.193
2022-11-14 00:17:10,6.159,2.377,1.928,39.406,22.193
2022-11-14 00:17:15,5.997,2.378,1.94,39.414,22.193
2022-11-14 00:17:20,6.03,2.357,1.881,39.41,22.19
2022-11-14 00:17:25,6.037,2.406,1.924,39.413,22.193
2022-11-14 00:17:30,6.023,2.416,1.972,39.41,22.193
2022-11-14 00:17:35,5.872,2.336,1.978,39.406,22.19
2022-11-14 00:17:40,6.024,2.292,2.013,39.413,22.193
2022-11-14 00:17:45,5.894,2.251,2.098,39.41,22.193
2022-11-14 00:17:50,5.875,2.294,2.178,39.41,22.197
2022-11-14 00:17:55,6.024,2.323,2.12,39.41,22.186
2022-11-14 00:18:00,5.909,2.285,2.188,39.418,22.197
2022-11-14 00:18:05,5.872,2.207,2.222,39.41,22.193
2022-11-14 00:18:10,5.909,2.149,2.193,39.413,22.193
2022-11-14 00:18:15,5.908,2.212,2.219,39.41,22.19
2022-11-14 00:18:20,6.002,2.277,2.199,39.413,22.197
2022-11-14 00:18:25,5.883,2.295,2.109,39.418,22.197
2022-11-14 00:18:30,5.899,2.271,2.064,39.413,22.193
2022-11-14 00:18:35,5.786,2.218,2.099,39.41,22.19
2022-11-14 00:18:40,5.877,2.212,2.084,39.41,22.193
2022-11-14 00:18:45,5.902,2.167,2.184,39.414,22.193
2022-11-14 00:18:50,5.997,2.112,2.204,39.41,22.193
2022-11-14 00:18:55,5.904,2.165,2.197,39.418,22.2
2022-11-14 00:19:00,5.899,2.196,2.149,39.41,22.193
2022-11-14 00:19:05,6.0,2.228,2.196,39.41,22.193
2022-11-14 00:19:10,5.872,2.24,2.146,39.406,22.19
2022-11-14 00:19:15,5.876,2.255,2.102,39.41,22.19
2022-11-14 00:19:20,5.902,2.244,2.083,39.413,22.197
2022-11-14 00:19:25,6.03,2.243,2.036,39.418,22.197
2022-11-14 00:19:30,6.032,2.296,2.005,39.41,22.193
2022-11-14 00:19:35,6.251,2.353,2.013,39.418,22.197
2022-11-14 00:19:40,6.128,2.279,2.069,39.417,22.197
2022-11-14 00:19:45,6.035,2.189,2.067,39.406,22.19
2022-11-14 00:19:50,6.002,2.173,2.107,39.413,22.2
2022-11-14 00:19:55,5.903,2.152,2.064,39.406,22.19
2022-11-14 00:20:00,6.004,2.11,2.093,39.41,22.193
2022-11-14 00:20:05,6.03,2.04,2.157,39.41,22.193
2022-11-14 00:20:10,5.991,2.056,2.114,39.414,22.193
2022-11-14 00:20:15,6.033,2.075,2.055,39.41,22.193
2022-11-14 00:20:20,6.006,2.098,2.063,39.413,22.197
2022-11-14 00:20:25,6.032,2.169,2.071,39.414,22.193
2022-11-14 00:20:30,6.012,2.21,2.072,39.413,22.193
2022-11-14 00:20:35,6.138,2.208,2.114,39.418,22.193
2022-11-14 00:20:40,6.156,2.22,2.077,39.41,22.19
2022-11-14 00:20:45,6.147,2.208,2.166,39.41,22.193
2022-11-14 00:20:50,6.036,2.173,2.167,39.414,22.193
2022-11-14 00:20:55,6.017,2.116,2.113,39.418,22.197
2022-11-14 00:21:00,5.997,2.106,2.052,39.41,22.193
2022-11-14 00:21:05,6.02,2.061,2.061,39.41,22.193
2022-11-14 00:21:10,6.031,2.052,2.12,39.413,22.197
2022-11-14 00:21:15,6.03,2.134,2.136,39.418,22.197
2022-11-14 00:21:20,6.131,2.169,2.08,39.413,22.193
2022-11-14 00:21:25,6.005,2.226,2.066,39.41,22.19
2022-11-14 00:21:30,6.02,2.291,2.08,39.418,22.193
2022-11-14 00:21:35,6.154,2.295,2.098,39.41,22.193
2022-11-14 00:21:40,6.028,2.214,2.128,39.414,22.193
2022-11-14 00:21:45,5.995,2.181,2.09,39.41,22.19
2022-11-14 00:21:50,5.999,2.181,2.078,39.41,22.19
2022-11-14 00:21:55,6.029,2.203,2.065,39.418,22.2
2022-11-14 00:22:00,6.03,2.261,2.006,39.418,22.197
2022-11-14 00:22:05,5.997,2.269,1.97,39.41,22.197
2022-11-14 00:22:10,6.024,2.3,1.98,39.413,22.197
2022-11-14 00:22:15,6.022,2.373,2.068,39.418,22.193
2022-11-14 00:22:20,6.027,2.412,2.077,39.418,22.19
2022-11-14 00:22:25,5.991,2.394,2.036,39.41,22.193
2022-11-14 00:22:30,6.138,2.373,2.039,39.413,22.193
2022-11-14 00:22:35,6.134,2.279,2.002,39.406,22.197
2022-11-14 00:22:40,6.084,2.237,2.022,39.41,22.19
2022-11-14 00:22:45,6.124,2.23,2.021,39.406,22.193
2022-11-14 00:22:50,6.128,2.251,2.058,39.413,22.193
2022-11-14 00:22:55,6.02,2.267,2.085,39.413,22.19
2022-11-14 00:23:00,6.157,2.291,2.086,39.41,22.193
2022-11-14 00:23:05,5.993,2.345,2.094,39.413,22.197
2022-11-14 00:23:10,5.908,2.318,2.056,39.414,22.19
2022-11-14 00:23:15,5.875,2.291,2.1,39.41,22.19
2022-11-14 00:23:20,5.994,2.263,2.141,39.418,22.19
2022-11-14 00:23:25,5.888,2.231,2.176,39.41,22.193
2022-11-14 00:23:30,6.019,2.218,2.204,39.406,22.197
2022-11-14 00:23:35,6.015,2.216,2.161,39.413,22.193
2022-11-14 00:23:40,5.997,2.261,2.158,39.418,22.193
2022-11-14 00:23:45,5.997,2.32,2.179,39.418,22.193
2022-11-14 00:23:50,6.03,2.353,2.181,39.414,22.19
2022-11-14 00:23:55,5.906,2.373,2.102,39.41,22.193
2022-11-14 00:24:00,5.909,2.351,2.108,39.406,22.193
2022-11-14 00:24:05,5.887,2.373,2.051,39.41,22.193
2022-11-14 00:24:10,5.906,2.383,2.116,39.418,22.19
2022-11-14 00:24:15,6.024,2.324,2.119,39.413,22.193
2022-11-14 00:24:20,6.023,2.296,2.113,39.41,22.193
2022-11-14 00:24:25,6.029,2.312,2.16,39.41,22.197
2022-11-14 00:24:30,6.024,2.273,2.139,39.418,22.193
2022-11-14 00:24:35,5.905,2.288,2.095,39.41,22.197
2022-11-14 00:24:40,5.894,2.333,2.125,39.413,22.193
2022-11-14 00:24:45,6.012,2.355,2.144,39.417,22.19
2022-11-14 00:24:50,5.907,2.359,2.193,39.413,22.198
2022-11-14 00:24:55,5.893,2.314,2.168,39.414,22.193
2022-11-14 00:25:00,6.025,2.336,2.293,39.41,22.201
2022-11-14 00:25:05,6.12,2.353,2.273,39.414,22.197
2022-11-14 00:25:10,6.02,2.339,2.269,39.41,22.2
2022-11-14 00:25:15,6.031,2.359,2.291,39.418,22.19
2022-11-14 00:25:20,5.888,2.339,2.295,39.413,22.197
2022-11-14 00:25:25,5.905,2.388,2.323,39.41,22.197
2022-11-14 00:25:30,6.03,2.453,2.301,39.418,22.19
2022-11-14 00:25:35,6.006,2.424,2.22,39.414,22.193
2022-11-14 00:25:40,5.796,2.422,2.204,39.41,22.197
2022-11-14 00:25:45,5.998,2.418,2.206,39.418,22.19
2022-11-14 00:25:50,6.011,2.445,2.162,39.406,22.197
2022-11-14 00:25:55,6.031,2.408,2.215,39.418,22.19
2022-11-14 00:26:00,6.127,2.361,2.248,39.406,22.193
2022-11-14 00:26:05,6.026,2.298,2.205,39.41,22.193
2022-11-14 00:26:10,5.995,2.245,2.133,39.41,22.197
2022-11-14 00:26:15,6.017,2.2,2.074,39.413,22.193
2022-11-14 00:26:20,6.026,2.218,2.071,39.41,22.193
2022-11-14 00:26:25,6.013,2.22,2.141,39.413,22.193
2022-11-14 00:26:30,6.017,2.239,2.13,39.41,22.193
2022-11-14 00:26:35,5.997,2.359,2.075,39.406,22.197
2022-11-14 00:26:40,6.028,2.398,2.055,39.41,22.193
2022-11-14 00:26:45,5.995,2.378,2.132,39.41,22.193
2022-11-14 00:26:50,6.028,2.35,2.159,39.413,22.193
2022-11-14 00:26:55,6.028,2.32,2.172,39.41,22.193
2022-11-14 00:27:00,5.995,2.3,2.122,39.41,22.193
2022-11-14 00:27:05,6.03,2.275,2.095,39.41,22.193
2022-11-14 00:27:10,6.118,2.259,2.186,39.413,22.193
2022-11-14 00:27:15,6.006,2.288,2.152,39.413,22.193
2022-11-14 00:27:20,6.031,2.318,2.126,39.41,22.193
2022-11-14 00:27:25,6.034,2.33,2.142,39.41,22.197
2022-11-14 00:27:30,6.031,2.333,2.194,39.418,22.193
2022-11-14 00:27:35,6.032,2.337,2.151,39.41,22.197
2022-11-14 00:27:40,5.995,2.318,2.118,39.41,22.197
2022-11-14 00:27:45,6.023,2.312,2.061,39.41,22.197
2022-11-14 00:27:50,6.005,2.318,2.067,39.413,22.19
2022-11-14 00:27:55,6.025,2.394,2.075,39.41,22.193
2022-11-14 00:28:00,6.12,2.475,2.068,39.413,22.193
2022-11-14 00:28:05,6.148,2.483,2.001,39.413,22.186
2022-11-14 00:28:10,6.128,2.425,2.022,39.413,22.193
2022-11-14 00:28:15,6.154,2.384,1.974,39.418,22.19
2022-11-14 00:28:20,6.142,2.353,1.997,39.41,22.197
2022-11-14 00:28:25,6.144,2.33,1.988,39.41,22.197
2022-11-14 00:28:30,6.151,2.341,2.039,39.41,22.193
2022-11-14 00:28:35,6.025,2.336,1.994,39.41,22.193
2022-11-14 00:28:40,6.006,2.373,2.003,39.413,22.197
2022-11-14 00:28:45,5.88,2.435,2.023,39.41,22.197
2022-11-14 00:28:50,5.906,2.394,2.073,39.413,22.193
2022-11-14 00:28:55,6.009,2.277,2.084,39.406,22.197
2022-11-14 00:29:00,5.905,2.247,2.077,39.413,22.193
2022-11-14 00:29:05,6.009,2.222,2.035,39.41,22.193
2022-11-14 00:29:10,6.027,2.135,2.155,39.41,22.193
2022-11-14 00:29:15,6.024,2.057,2.225,39.414,22.193
2022-11-14 00:29:20,6.028,2.005,2.366,39.413,22.197
2022-11-14 00:29:25,5.998,1.967,2.31,39.406,22.197
2022-11-14 00:29:30,6.034,1.975,2.267,39.418,22.19
2022-11-14 00:29:35,5.756,2.018,2.264,39.41,22.193
2022-11-14 00:29:40,6.027,2.069,2.237,39.413,22.186
2022-11-14 00:29:45,5.87,2.126,2.243,39.406,22.193
2022-11-14 00:29:50,5.903,2.178,2.26,39.417,22.19
2022-11-14 00:29:55,6.012,2.253,2.198,39.406,22.197
2022-11-14 00:30:00,5.908,2.332,2.162,39.41,22.193
2022-11-14 00:30:05,5.997,2.402,2.106,39.406,22.197
2022-11-14 00:30:10,6.03,2.392,2.157,39.41,22.193
2022-11-14 00:30:15,6.028,2.361,2.161,39.41,22.197
2022-11-14 00:30:20,5.91,2.363,2.182,39.413,22.193
2022-11-14 00:30:25,5.868,2.336,2.137,39.406,22.193
2022-11-14 00:30:30,6.024,2.282,2.155,39.418,22.193
2022-11-14 00:30:35,6.131,2.273,2.113,39.41,22.197
2022-11-14 00:30:40,6.256,2.275,2.069,39.41,22.19
2022-11-14 00:30:45,5.994,2.308,2.024,39.41,22.197
2022-11-14 00:30:50,6.019,2.318,2.091,39.413,22.19
2022-11-14 00:30:55,5.905,2.314,2.026,39.406,22.193
2022-11-14 00:31:00,5.887,2.302,2.007,39.417,22.19
2022-11-14 00:31:05,6.006,2.3,2.025,39.406,22.193
2022-11-14 00:31:10,6.024,2.304,2.057,39.413,22.19
2022-11-14 00:31:15,6.035,2.378,2.027,39.41,22.197
2022-11-14 00:31:20,6.003,2.396,2.082,39.418,22.193
2022-11-14 00:31:25,6.017,2.365,2.076,39.41,22.197
2022-11-14 00:31:30,6.028,2.34,2.128,39.414,22.193
2022-11-14 00:31:35,6.028,2.249,2.13,39.41,22.197
2022-11-14 00:31:40,6.001,2.173,2.196,39.413,22.193
2022-11-14 00:31:45,6.004,2.138,2.174,39.41,22.193
2022-11-14 00:31:50,6.012,2.155,2.173,39.413,22.186
2022-11-14 00:31:55,6.031,2.175,2.176,39.41,22.197
2022-11-14 00:32:00,5.993,2.175,2.185,39.41,22.193
2022-11-14 00:32:05,6.022,2.173,2.165,39.413,22.19
2022-11-14 00:32:10,5.999,2.173,2.186,39.418,22.193
2022-11-14 00:32:15,6.027,2.212,2.186,39.406,22.201
2022-11-14 00:32:20,6.002,2.31,2.205,39.413,22.19
2022-11-14 00:32:25,6.028,2.369,2.137,39.41,22.197
2022-11-14 00:32:30,5.997,2.377,2.109,39.418,22.19
2022-11-14 00:32:35,6.023,2.41,2.082,39.41,22.193
2022-11-14 00:32:40,5.997,2.374,2.031,39.417,22.19
2022-11-14 00:32:45,6.012,2.288,2.086,39.406,22.193
2022-11-14 00:32:50,6.004,2.249,2.117,39.413,22.193
2022-11-14 00:32:55,6.033,2.271,2.097,39.41,22.193
2022-11-14 00:33:00,5.877,2.337,2.107,39.413,22.193
2022-11-14 00:33:05,5.906,2.365,2.17,39.413,22.193
2022-11-14 00:33:10,5.995,2.365,2.089,39.41,22.197
2022-11-14 00:33:15,6.027,2.371,2.137,39.41,22.193
2022-11-14 00:33:20,6.001,2.381,2.089,39.414,22.193
2022-11-14 00:33:25,6.028,2.336,2.167,39.418,22.19
2022-11-14 00:33:30,6.013,2.273,2.185,39.414,22.193
2022-11-14 00:33:35,6.02,2.236,2.188,39.413,22.193
2022-11-14 00:33:40,5.992,2.23,2.195,39.41,22.193
2022-11-14 00:33:45,6.027,2.208,2.254,39.413,22.19
2022-11-14 00:33:50,5.997,2.237,2.179,39.41,22.19
2022-11-14 00:33:55,6.013,2.2,2.233,39.41,22.193
2022-11-14 00:34:00,5.998,2.173,2.224,39.41,22.197
2022-11-14 00:34:05,6.024,2.203,2.296,39.413,22.19
2022-11-14 00:34:10,6.001,2.236,2.255,39.414,22.193
2022-11-14 00:34:15,5.885,2.24,2.264,39.413,22.19
2022-11-14 00:34:20,5.995,2.23,2.193,39.41,22.193
2022-11-14 00:34:25,6.03,2.183,2.199,39.414,21.294
2022-11-14 00:34:30,6.001,2.206,2.141,39.414,21.182
2022-11-14 00:34:35,6.02,2.251,2.136,39.418,21.178
2022-11-14 00:34:40,6.01,2.306,2.291,39.41,21.183
2022-11-14 00:34:45,6.031,2.323,2.289,39.414,21.178
2022-11-14 00:34:50,5.995,2.33,2.268,39.413,21.186
2022-11-14 00:34:55,5.895,2.273,2.122,39.41,21.183
2022-11-14 00:35:00,5.999,2.194,2.125,39.41,21.182
2022-11-14 00:35:05,5.791,2.138,2.105,39.414,21.182
