时间,1#给煤机瞬时流量输出信号,高温省煤器进口O2浓度（左）,高温省煤器进口O2浓度（右）,一次风转速,二次风转速
2022-11-15 02:43:30,5.145,3.168,2.719,39.998,17.152
2022-11-15 02:43:35,5.374,3.08,2.769,39.998,17.155
2022-11-15 02:43:40,5.407,3.054,2.682,40.001,17.162
2022-11-15 02:43:45,5.282,3.015,2.703,39.994,17.152
2022-11-15 02:43:50,5.249,2.902,2.714,39.998,17.155
2022-11-15 02:43:55,5.127,2.882,2.722,39.993,17.159
2022-11-15 02:44:00,5.021,2.917,2.727,39.998,17.159
2022-11-15 02:44:05,5.128,2.995,2.704,40.001,17.162
2022-11-15 02:44:10,5.278,3.005,2.666,40.001,17.159
2022-11-15 02:44:15,5.284,3.07,2.62,39.994,17.155
2022-11-15 02:44:20,5.252,3.178,2.541,39.994,17.155
2022-11-15 02:44:25,5.249,3.225,2.532,39.994,17.155
2022-11-15 02:44:30,5.282,3.197,2.579,40.001,17.155
2022-11-15 02:44:35,5.249,3.123,2.628,40.001,17.159
2022-11-15 02:44:40,5.275,3.008,2.748,40.001,17.152
2022-11-15 02:44:45,5.271,2.964,2.753,40.001,17.159
2022-11-15 02:44:50,5.143,2.966,2.824,40.001,17.155
2022-11-15 02:44:55,5.243,2.951,2.872,39.997,17.162
2022-11-15 02:45:00,5.274,2.97,2.803,40.001,17.155
2022-11-15 02:45:05,5.274,2.976,2.807,39.993,17.159
2022-11-15 02:45:10,5.249,3.013,2.788,40.001,17.155
2022-11-15 02:45:15,5.249,3.045,2.832,39.998,17.159
2022-11-15 02:45:20,5.133,3.043,2.771,39.998,17.159
2022-11-15 02:45:25,5.153,3.054,2.758,39.993,17.162
2022-11-15 02:45:30,5.243,3.101,2.708,40.001,17.159
2022-11-15 02:45:35,5.267,3.162,2.681,39.998,17.159
2022-11-15 02:45:40,5.124,3.15,2.724,39.993,17.163
2022-11-15 02:45:45,5.28,3.119,2.718,40.001,17.155
2022-11-15 02:45:50,5.151,3.095,2.637,39.998,17.155
2022-11-15 02:45:55,5.247,3.082,2.594,40.001,17.152
2022-11-15 02:46:00,5.148,3.054,2.582,39.994,17.159
2022-11-15 02:46:05,5.251,3.035,2.567,39.997,17.159
2022-11-15 02:46:10,5.263,3.021,2.644,40.001,17.155
2022-11-15 02:46:15,5.281,3.041,2.598,39.998,17.159
2022-11-15 02:46:20,5.12,3.031,2.62,40.005,17.155
2022-11-15 02:46:25,5.28,3.015,2.552,39.998,17.155
2022-11-15 02:46:30,5.134,3.013,2.534,39.994,17.155
2022-11-15 02:46:35,5.157,2.964,2.483,39.993,17.159
2022-11-15 02:46:40,5.147,2.902,2.55,40.001,17.152
2022-11-15 02:46:45,5.154,2.913,2.566,39.994,17.159
2022-11-15 02:46:50,5.154,2.88,2.506,39.998,17.159
2022-11-15 02:46:55,5.123,2.884,2.544,40.001,17.155
2022-11-15 02:47:00,5.275,2.941,2.518,39.998,17.159
2022-11-15 02:47:05,5.12,2.99,2.507,40.001,17.155
2022-11-15 02:47:10,5.148,2.986,2.504,39.99,17.162
2022-11-15 02:47:15,5.146,3.005,2.523,39.994,17.155
2022-11-15 02:47:20,5.117,2.999,2.516,39.998,17.155
2022-11-15 02:47:25,5.152,2.961,2.488,39.994,17.159
2022-11-15 02:47:30,5.12,2.968,2.517,39.998,17.155
2022-11-15 02:47:35,5.251,2.961,2.42,39.997,17.159
2022-11-15 02:47:40,5.15,2.931,2.432,39.998,17.159
2022-11-15 02:47:45,5.155,2.9,2.499,39.994,17.155
2022-11-15 02:47:50,5.121,2.929,2.479,40.001,17.155
2022-11-15 02:47:55,5.126,2.945,2.425,39.994,17.159
2022-11-15 02:48:00,5.149,2.909,2.385,39.993,17.163
2022-11-15 02:48:05,5.15,2.874,2.432,39.99,17.159
2022-11-15 02:48:10,5.123,2.87,2.438,39.99,17.162
2022-11-15 02:48:15,5.152,2.903,2.53,40.001,17.155
2022-11-15 02:48:20,5.155,2.902,2.582,39.998,17.155
2022-11-15 02:48:25,5.012,2.878,2.559,40.001,17.159
2022-11-15 02:48:30,5.128,2.921,2.589,40.001,17.155
2022-11-15 02:48:35,5.014,2.961,2.558,40.001,17.155
2022-11-15 02:48:40,5.14,2.953,2.554,39.998,17.155
2022-11-15 02:48:45,5.121,2.878,2.568,39.998,17.155
2022-11-15 02:48:50,5.153,2.874,2.581,39.994,17.162
2022-11-15 02:48:55,5.139,2.916,2.597,40.001,17.155
2022-11-15 02:49:00,5.148,2.917,2.567,39.998,17.159
2022-11-15 02:49:05,5.12,2.927,2.573,39.998,17.159
2022-11-15 02:49:10,5.15,2.978,2.674,39.994,17.159
2022-11-15 02:49:15,5.006,2.999,2.592,39.99,17.159
2022-11-15 02:49:20,5.155,3.013,2.578,39.998,17.155
2022-11-15 02:49:25,5.127,3.008,2.521,40.001,17.159
2022-11-15 02:49:30,5.019,2.974,2.583,40.001,17.155
2022-11-15 02:49:35,4.992,2.957,2.569,39.993,17.159
2022-11-15 02:49:40,5.156,3.027,2.663,39.998,17.159
2022-11-15 02:49:45,5.125,3.009,2.638,39.998,17.155
2022-11-15 02:49:50,4.883,2.986,2.622,39.993,17.166
2022-11-15 02:49:55,5.16,3.025,2.573,39.998,17.159
2022-11-15 02:50:00,5.284,3.031,2.573,39.998,17.159
2022-11-15 02:50:05,5.278,2.966,2.535,40.001,17.159
2022-11-15 02:50:10,5.389,2.984,2.489,39.998,17.155
2022-11-15 02:50:15,5.405,3.045,2.434,39.993,17.159
2022-11-15 02:50:20,5.146,3.068,2.545,39.994,17.159
2022-11-15 02:50:25,5.156,3.1,2.576,40.005,17.159
2022-11-15 02:50:30,4.996,3.1,2.564,39.998,17.152
2022-11-15 02:50:35,5.031,3.084,2.537,39.997,17.159
2022-11-15 02:50:40,4.891,3.078,2.553,39.998,17.159
2022-11-15 02:50:45,4.91,3.109,2.605,39.574,17.163
2022-11-15 02:50:50,4.996,3.113,2.703,39.571,17.155
2022-11-15 02:50:55,4.902,3.113,2.712,39.571,17.162
2022-11-15 02:51:00,4.903,3.139,2.725,39.578,17.155
2022-11-15 02:51:05,5.021,3.154,2.652,39.571,17.159
2022-11-15 02:51:10,5.028,3.238,2.726,39.578,17.152
2022-11-15 02:51:15,4.999,3.256,2.751,39.578,17.155
2022-11-15 02:51:20,4.89,3.256,2.735,39.571,17.162
2022-11-15 02:51:25,5.021,3.238,2.786,39.574,17.155
2022-11-15 02:51:30,5.008,3.237,2.778,39.571,17.159
2022-11-15 02:51:35,4.906,3.225,2.916,39.574,17.152
2022-11-15 02:51:40,4.885,3.209,2.916,39.571,17.159
2022-11-15 02:51:45,5.005,3.193,2.889,39.574,17.159
2022-11-15 02:51:50,5.031,3.192,2.867,39.574,17.152
2022-11-15 02:51:55,4.874,3.266,2.828,39.571,17.159
2022-11-15 02:52:00,5.003,3.411,2.767,39.571,17.159
2022-11-15 02:52:05,5.017,3.47,2.78,39.574,17.159
2022-11-15 02:52:10,5.032,3.486,2.756,39.574,17.155
2022-11-15 02:52:15,4.905,3.476,2.769,39.574,17.155
2022-11-15 02:52:20,5.022,3.45,2.738,39.567,17.159
2022-11-15 02:52:25,4.992,3.448,2.73,39.571,17.159
2022-11-15 02:52:30,5.033,3.407,2.781,39.574,17.152
2022-11-15 02:52:35,4.874,3.417,2.7,39.571,17.162
2022-11-15 02:52:40,5.023,3.458,2.784,39.578,17.155
2022-11-15 02:52:45,5.024,3.493,2.752,39.571,17.163
2022-11-15 02:52:50,4.999,3.536,2.774,39.578,17.152
2022-11-15 02:52:55,4.876,3.572,2.73,39.567,17.159
2022-11-15 02:53:00,5.006,3.573,2.772,39.574,17.159
2022-11-15 02:53:05,4.9,3.56,2.778,39.574,17.159
2022-11-15 02:53:10,4.873,3.601,2.71,39.571,17.162
2022-11-15 02:53:15,4.896,3.585,2.697,39.578,17.159
2022-11-15 02:53:20,5.009,3.528,2.707,39.567,17.159
2022-11-15 02:53:25,4.872,3.47,2.793,39.574,17.159
2022-11-15 02:53:30,4.874,3.446,2.767,39.578,17.155
2022-11-15 02:53:35,5.036,3.382,2.724,39.571,17.159
2022-11-15 02:53:40,4.905,3.247,2.79,39.571,17.159
2022-11-15 02:53:45,4.882,3.172,2.709,39.567,17.162
2022-11-15 02:53:50,5.011,3.199,2.75,39.578,17.152
2022-11-15 02:53:55,5.029,3.309,2.774,39.567,17.162
2022-11-15 02:54:00,5.005,3.346,2.814,39.571,17.159
2022-11-15 02:54:05,4.907,3.337,2.8,39.574,17.162
2022-11-15 02:54:10,4.994,3.317,2.828,39.578,17.152
2022-11-15 02:54:15,5.019,3.276,2.776,39.571,17.162
2022-11-15 02:54:20,4.874,3.205,2.796,39.567,17.159
2022-11-15 02:54:25,4.778,3.168,2.833,39.571,17.159
2022-11-15 02:54:30,4.903,3.203,2.85,39.574,17.152
2022-11-15 02:54:35,4.872,3.24,2.835,39.578,17.155
2022-11-15 02:54:40,4.763,3.289,2.695,39.567,17.159
2022-11-15 02:54:45,4.758,3.33,2.716,39.574,17.155
2022-11-15 02:54:50,4.898,3.401,2.733,39.571,17.159
2022-11-15 02:54:55,4.905,3.425,2.781,39.571,17.163
2022-11-15 02:55:00,4.872,3.421,2.766,39.578,17.159
2022-11-15 02:55:05,4.902,3.446,2.706,39.571,17.162
2022-11-15 02:55:10,4.905,3.442,2.745,39.567,17.159
2022-11-15 02:55:15,4.906,3.503,2.787,39.578,17.155
2022-11-15 02:55:20,4.883,3.55,2.745,39.574,17.159
2022-11-15 02:55:25,4.898,3.564,2.729,39.578,17.155
2022-11-15 02:55:30,4.906,3.548,2.755,39.574,17.152
2022-11-15 02:55:35,4.771,3.493,2.805,39.574,17.155
2022-11-15 02:55:40,4.889,3.46,2.708,39.571,17.162
2022-11-15 02:55:45,4.874,3.456,2.748,39.574,17.155
2022-11-15 02:55:50,4.878,3.486,2.775,39.574,17.155
2022-11-15 02:55:55,4.906,3.454,2.8,39.574,17.159
2022-11-15 02:56:00,4.877,3.395,2.785,39.567,17.155
2022-11-15 02:56:05,4.904,3.362,2.844,39.574,17.152
2022-11-15 02:56:10,4.874,3.387,2.81,39.571,17.162
2022-11-15 02:56:15,4.901,3.421,2.832,39.578,17.155
2022-11-15 02:56:20,4.907,3.46,2.856,39.571,17.159
2022-11-15 02:56:25,4.75,3.47,2.865,39.567,17.159
2022-11-15 02:56:30,4.753,3.444,2.903,39.574,17.159
2022-11-15 02:56:35,4.873,3.444,2.804,39.571,17.16
2022-11-15 02:56:40,4.884,3.425,2.828,39.567,17.159
2022-11-15 02:56:45,4.775,3.421,2.894,39.574,17.162
2022-11-15 02:56:50,4.87,3.431,2.856,39.567,17.159
2022-11-15 02:56:55,4.904,3.438,2.873,39.578,17.159
2022-11-15 02:57:00,5.141,3.446,2.879,39.567,17.152
2022-11-15 02:57:05,5.141,3.444,2.907,39.574,17.155
2022-11-15 02:57:10,5.031,3.397,2.854,39.574,17.162
2022-11-15 02:57:15,5.027,3.385,2.913,39.571,17.155
2022-11-15 02:57:20,4.906,3.432,2.921,39.574,17.159
2022-11-15 02:57:25,4.763,3.432,2.942,39.574,17.152
2022-11-15 02:57:30,4.905,3.46,2.881,39.567,17.159
2022-11-15 02:57:35,4.887,3.517,2.91,39.574,17.152
2022-11-15 02:57:40,4.908,3.48,2.859,39.574,17.159
2022-11-15 02:57:45,4.873,3.493,2.911,39.571,17.159
2022-11-15 02:57:50,4.882,3.481,2.931,39.574,17.155
2022-11-15 02:57:55,5.029,3.491,2.92,39.578,17.162
2022-11-15 02:58:00,4.874,3.503,2.969,39.574,17.155
2022-11-15 02:58:05,4.896,3.521,2.947,39.578,17.162
2022-11-15 02:58:10,5.021,3.528,2.959,39.574,17.159
2022-11-15 02:58:15,5.008,3.536,2.88,39.571,17.159
2022-11-15 02:58:20,4.873,3.528,2.903,39.574,17.155
2022-11-15 02:58:25,4.894,3.591,2.803,39.571,17.162
2022-11-15 02:58:30,5.031,3.656,2.806,39.567,17.159
2022-11-15 02:58:35,4.999,3.697,2.855,39.579,17.162
2022-11-15 02:58:40,4.895,3.664,2.872,39.567,17.155
2022-11-15 02:58:45,4.869,3.568,2.882,39.578,17.159
2022-11-15 02:58:50,5.031,3.569,2.873,39.571,17.155
2022-11-15 02:58:55,4.876,3.558,2.891,39.574,17.162
2022-11-15 02:59:00,4.9,3.556,2.865,39.571,17.159
2022-11-15 02:59:05,4.878,3.542,2.788,39.574,17.162
2022-11-15 02:59:10,5.006,3.554,2.826,39.571,17.155
2022-11-15 02:59:15,4.903,3.564,2.832,39.574,17.159
2022-11-15 02:59:20,4.994,3.534,2.845,39.571,17.159
2022-11-15 02:59:25,5.031,3.565,2.858,39.571,17.155
2022-11-15 02:59:30,5.006,3.528,2.868,39.574,17.159
2022-11-15 02:59:35,4.876,3.483,2.853,39.574,17.159
2022-11-15 02:59:40,4.887,3.46,2.861,39.571,17.152
2022-11-15 02:59:45,4.87,3.48,2.844,39.574,17.162
2022-11-15 02:59:50,4.896,3.511,2.899,39.574,17.152
2022-11-15 02:59:55,4.903,3.477,2.906,39.578,17.159
2022-11-15 03:00:00,4.873,3.438,2.929,39.567,17.155
2022-11-15 03:00:05,4.907,3.394,2.99,39.574,17.155
2022-11-15 03:00:10,4.867,3.436,2.942,39.571,17.159
2022-11-15 03:00:15,4.902,3.46,2.955,39.574,17.155
2022-11-15 03:00:20,5.028,3.481,2.964,39.571,17.159
2022-11-15 03:00:25,4.869,3.473,2.976,39.571,17.155
2022-11-15 03:00:30,4.9,3.448,2.943,39.574,17.162
2022-11-15 03:00:35,4.996,3.427,2.948,39.571,17.155
2022-11-15 03:00:40,5.026,3.409,2.922,39.567,17.162
2022-11-15 03:00:45,4.891,3.415,2.977,39.578,17.152
2022-11-15 03:00:50,5.027,3.422,2.976,39.571,17.162
2022-11-15 03:00:55,4.878,3.422,2.922,39.571,17.155
2022-11-15 03:01:00,5.03,3.495,2.9,39.571,17.155
2022-11-15 03:01:05,4.904,3.63,2.851,39.571,17.162
2022-11-15 03:01:10,4.868,3.691,2.889,39.574,17.155
2022-11-15 03:01:15,5.032,3.666,2.922,39.574,17.152
2022-11-15 03:01:20,4.902,3.568,2.9,39.574,17.162
2022-11-15 03:01:25,4.872,3.458,2.947,39.571,17.159
2022-11-15 03:01:30,4.874,3.36,2.929,39.567,17.159
2022-11-15 03:01:35,4.905,3.356,2.966,39.574,17.159
2022-11-15 03:01:40,4.889,3.358,2.955,39.571,17.162
2022-11-15 03:01:45,4.869,3.374,2.999,39.574,17.155
2022-11-15 03:01:50,4.887,3.38,2.996,39.571,17.155
2022-11-15 03:01:55,4.865,3.362,2.977,39.571,17.159
2022-11-15 03:02:00,4.907,3.368,2.938,39.574,17.162
2022-11-15 03:02:05,4.907,3.422,2.922,39.574,17.155
2022-11-15 03:02:10,4.878,3.436,2.891,39.571,17.163
2022-11-15 03:02:15,4.905,3.427,2.855,39.571,17.152
2022-11-15 03:02:20,4.887,3.436,2.862,39.578,17.162
2022-11-15 03:02:25,4.9,3.436,2.8,39.571,17.159
2022-11-15 03:02:30,4.884,3.448,2.783,39.571,17.159
2022-11-15 03:02:35,4.911,3.462,2.81,39.571,17.152
2022-11-15 03:02:40,4.889,3.487,2.845,39.574,17.159
2022-11-15 03:02:45,4.903,3.528,2.83,39.567,17.152
2022-11-15 03:02:50,4.87,3.546,2.844,39.578,17.159
2022-11-15 03:02:55,4.898,3.534,2.785,39.571,17.159
2022-11-15 03:03:00,4.878,3.517,2.811,39.574,17.159
2022-11-15 03:03:05,4.903,3.472,2.801,39.574,17.162
2022-11-15 03:03:10,4.885,3.497,2.799,39.571,17.159
2022-11-15 03:03:15,4.874,3.573,2.803,39.574,17.159
2022-11-15 03:03:20,4.888,3.579,2.833,39.571,17.155
2022-11-15 03:03:25,4.884,3.521,2.898,39.571,17.162
2022-11-15 03:03:30,4.776,3.374,2.977,39.571,17.152
2022-11-15 03:03:35,4.755,3.305,3.021,39.578,17.162
2022-11-15 03:03:40,4.874,3.333,2.971,39.571,17.159
2022-11-15 03:03:45,4.907,3.405,2.98,39.574,17.152
2022-11-15 03:03:50,4.896,3.497,2.979,39.571,17.162
2022-11-15 03:03:55,5.025,3.552,2.968,39.571,17.159
2022-11-15 03:04:00,5.153,3.619,2.955,39.571,17.152
2022-11-15 03:04:05,4.879,3.694,2.951,39.571,17.155
2022-11-15 03:04:10,4.905,3.72,2.99,39.571,17.155
2022-11-15 03:04:15,4.743,3.65,3.042,39.571,17.159
2022-11-15 03:04:20,4.775,3.57,3.062,39.567,17.155
2022-11-15 03:04:25,4.749,3.46,3.046,39.571,17.155
2022-11-15 03:04:30,4.903,3.415,3.116,39.574,17.162
2022-11-15 03:04:35,4.994,3.407,3.141,39.578,17.159
2022-11-15 03:04:40,5.021,3.378,3.045,39.574,17.155
2022-11-15 03:04:45,4.9,3.421,3.067,39.571,17.159
2022-11-15 03:04:50,5.02,3.45,3.079,39.574,17.159
2022-11-15 03:04:55,4.905,3.473,3.079,39.574,17.159
2022-11-15 03:05:00,4.998,3.46,3.074,39.567,17.155
2022-11-15 03:05:05,4.91,3.413,3.166,39.574,17.162
2022-11-15 03:05:10,5.002,3.36,3.141,39.574,17.162
2022-11-15 03:05:15,5.033,3.336,3.168,39.574,17.155
2022-11-15 03:05:20,4.903,3.385,3.078,39.574,17.159
2022-11-15 03:05:25,4.867,3.436,3.075,39.571,17.155
2022-11-15 03:05:30,5.027,3.472,3.113,39.574,17.162
2022-11-15 03:05:35,5.031,3.46,3.097,39.574,17.162
2022-11-15 03:05:40,4.872,3.44,3.052,39.567,17.155
2022-11-15 03:05:45,4.885,3.507,2.941,39.574,17.162
2022-11-15 03:05:50,5.027,3.56,2.836,39.567,17.155
2022-11-15 03:05:55,4.901,3.573,2.823,39.574,17.159
2022-11-15 03:06:00,4.878,3.519,2.905,39.571,17.155
2022-11-15 03:06:05,4.887,3.523,2.958,39.578,17.162
2022-11-15 03:06:10,5.009,3.558,2.981,39.574,17.155
2022-11-15 03:06:15,4.907,3.603,2.871,39.574,17.159
2022-11-15 03:06:20,4.891,3.617,2.875,39.574,17.159
2022-11-15 03:06:25,4.885,3.65,2.861,39.574,17.159
2022-11-15 03:06:30,5.034,3.705,2.8,39.571,17.152
2022-11-15 03:06:35,4.892,3.703,2.804,39.578,17.159
2022-11-15 03:06:40,4.903,3.679,2.831,39.574,17.155
2022-11-15 03:06:45,4.873,3.65,2.898,39.579,17.159
2022-11-15 03:06:50,4.899,3.64,2.853,39.571,17.155
2022-11-15 03:06:55,4.903,3.615,2.901,39.574,17.159
2022-11-15 03:07:00,4.887,3.593,2.947,39.574,17.159
2022-11-15 03:07:05,4.903,3.587,2.928,39.574,17.159
2022-11-15 03:07:10,4.896,3.568,2.947,39.571,17.159
2022-11-15 03:07:15,4.869,3.538,2.822,39.574,17.152
2022-11-15 03:07:20,5.028,3.495,2.782,39.574,17.152
2022-11-15 03:07:25,4.996,3.466,2.824,39.574,17.162
2022-11-15 03:07:30,4.885,3.454,2.782,39.567,17.155
2022-11-15 03:07:35,5.02,3.444,2.866,39.567,17.162
2022-11-15 03:07:40,5.009,3.446,2.852,39.574,17.152
2022-11-15 03:07:45,4.878,3.413,2.94,39.578,17.162
2022-11-15 03:07:50,4.892,3.422,2.947,39.567,17.152
2022-11-15 03:07:55,4.906,3.428,2.935,39.578,17.159
2022-11-15 03:08:00,4.996,3.417,2.931,39.574,17.155
2022-11-15 03:08:05,4.907,3.387,2.943,39.567,17.155
2022-11-15 03:08:10,4.889,3.405,2.814,39.571,17.155
2022-11-15 03:08:15,4.876,3.454,2.792,39.574,17.155
2022-11-15 03:08:20,4.904,3.456,2.858,39.571,17.152
2022-11-15 03:08:25,4.773,3.481,2.869,39.574,17.159
2022-11-15 03:08:30,4.747,3.497,2.826,39.574,17.162
2022-11-15 03:08:35,4.89,3.532,2.729,39.571,17.159
2022-11-15 03:08:40,4.905,3.624,2.659,39.789,17.159
2022-11-15 03:08:45,5.005,3.685,2.722,39.782,17.159
2022-11-15 03:08:50,5.021,3.609,2.731,39.782,17.155
2022-11-15 03:08:55,5.004,3.534,2.796,39.782,17.155
2022-11-15 03:09:00,5.027,3.462,2.851,39.789,17.162
2022-11-15 03:09:05,5.005,3.398,2.913,39.778,17.155
2022-11-15 03:09:10,5.031,3.336,2.928,39.782,17.162
2022-11-15 03:09:15,4.998,3.284,2.886,39.786,17.155
2022-11-15 03:09:20,5.023,3.278,2.826,39.782,17.159
2022-11-15 03:09:25,5.016,3.297,2.78,39.786,17.159
2022-11-15 03:09:30,5.028,3.293,2.763,39.782,17.159
2022-11-15 03:09:35,5.028,3.256,2.737,39.789,17.155
2022-11-15 03:09:40,5.032,3.254,2.786,39.782,17.155
2022-11-15 03:09:45,4.995,3.301,2.74,39.782,17.155
2022-11-15 03:09:50,5.017,3.389,2.656,39.781,17.159
2022-11-15 03:09:55,5.028,3.37,2.649,39.786,17.159
2022-11-15 03:10:00,5.011,3.364,2.673,39.786,17.155
2022-11-15 03:10:05,4.998,3.36,2.673,39.789,17.159
2022-11-15 03:10:10,4.883,3.354,2.58,39.786,17.152
2022-11-15 03:10:15,5.013,3.302,2.624,39.789,17.159
2022-11-15 03:10:20,5.02,3.281,2.672,39.786,17.155
2022-11-15 03:10:25,5.032,3.311,2.734,39.782,17.159
2022-11-15 03:10:30,4.997,3.28,2.728,39.789,17.159
2022-11-15 03:10:35,4.999,3.237,2.785,39.782,17.159
2022-11-15 03:10:40,5.014,3.217,2.8,39.786,17.155
2022-11-15 03:10:45,5.156,3.174,2.825,39.786,17.162
2022-11-15 03:10:50,5.121,3.155,2.839,39.786,17.159
2022-11-15 03:10:55,5.027,3.164,2.833,39.786,17.162
2022-11-15 03:11:00,4.997,3.197,2.772,39.786,17.163
2022-11-15 03:11:05,5.028,3.211,2.781,39.782,17.159
2022-11-15 03:11:10,4.898,3.213,2.776,39.786,17.159
2022-11-15 03:11:15,5.011,3.242,2.703,39.786,17.155
2022-11-15 03:11:20,5.025,3.245,2.683,39.789,17.155
2022-11-15 03:11:25,4.882,3.223,2.65,39.786,17.152
2022-11-15 03:11:30,5.025,3.229,2.682,39.786,17.162
2022-11-15 03:11:35,5.009,3.215,2.679,39.789,17.159
2022-11-15 03:11:40,5.023,3.174,2.729,39.782,17.155
2022-11-15 03:11:45,5.027,3.131,2.795,39.782,17.159
2022-11-15 03:11:50,5.014,3.145,2.733,39.782,17.152
2022-11-15 03:11:55,5.124,3.158,2.748,39.786,17.159
2022-11-15 03:12:00,5.021,3.111,2.744,39.789,17.159
2022-11-15 03:12:05,4.999,3.064,2.726,39.786,17.155
2022-11-15 03:12:10,5.021,3.072,2.74,39.786,17.162
2022-11-15 03:12:15,5.156,3.094,2.669,39.789,17.155
2022-11-15 03:12:20,5.122,3.16,2.707,39.782,17.159
2022-11-15 03:12:25,5.032,3.219,2.698,39.789,17.155
2022-11-15 03:12:30,5.119,3.215,2.675,39.786,17.152
2022-11-15 03:12:35,5.153,3.192,2.672,39.782,17.159
2022-11-15 03:12:40,5.029,3.15,2.578,39.786,17.155
2022-11-15 03:12:45,5.021,3.159,2.595,39.782,17.162
2022-11-15 03:12:50,5.018,3.179,2.612,39.789,17.159
2022-11-15 03:12:55,5.003,3.18,2.604,39.782,17.155
2022-11-15 03:13:00,4.996,3.182,2.62,39.782,17.155
2022-11-15 03:13:05,5.03,3.162,2.602,39.789,17.152
2022-11-15 03:13:10,4.991,3.123,2.642,39.782,17.155
2022-11-15 03:13:15,5.121,3.142,2.657,39.786,17.162
2022-11-15 03:13:20,5.025,3.156,2.626,39.786,17.162
2022-11-15 03:13:25,5.031,3.172,2.577,39.786,17.155
2022-11-15 03:13:30,5.01,3.188,2.623,39.782,17.159
2022-11-15 03:13:35,5.029,3.207,2.588,39.789,17.152
2022-11-15 03:13:40,5.02,3.211,2.633,39.782,17.162
2022-11-15 03:13:45,5.005,3.166,2.69,39.782,17.162
2022-11-15 03:13:50,5.016,3.176,2.681,39.782,17.152
2022-11-15 03:13:55,4.999,3.215,2.681,39.789,17.152
2022-11-15 03:14:00,5.153,3.223,2.665,39.789,17.155
2022-11-15 03:14:05,4.992,3.234,2.659,39.786,17.155
2022-11-15 03:14:10,5.034,3.225,2.555,39.782,17.159
2022-11-15 03:14:15,5.118,3.217,2.588,39.789,17.155
2022-11-15 03:14:20,5.151,3.221,2.547,39.789,17.155
2022-11-15 03:14:25,5.154,3.248,2.636,39.782,17.162
2022-11-15 03:14:30,5.138,3.247,2.626,39.782,17.159
2022-11-15 03:14:35,5.128,3.221,2.572,39.781,17.162
2022-11-15 03:14:45,5.151,3.19,2.538,39.786,17.159
2022-11-15 03:14:50,5.132,3.127,2.542,39.786,17.159
2022-11-15 03:14:55,5.03,3.086,2.633,39.782,17.162
2022-11-15 03:15:00,4.894,3.058,2.667,39.782,17.159
2022-11-15 03:15:05,4.898,3.039,2.715,39.786,17.155
2022-11-15 03:15:10,4.906,3.029,2.648,39.789,17.155
2022-11-15 03:15:15,4.872,3.088,2.554,39.786,17.159
2022-11-15 03:15:20,4.898,3.172,2.508,39.782,17.159
2022-11-15 03:15:25,5.03,3.242,2.476,39.778,17.155
2022-11-15 03:15:30,4.869,3.256,2.533,39.786,17.159
2022-11-15 03:15:35,4.879,3.26,2.578,39.782,17.159
2022-11-15 03:15:40,5.029,3.225,2.616,39.778,17.155
2022-11-15 03:15:45,4.999,3.176,2.625,39.789,17.152
2022-11-15 03:15:50,4.902,3.152,2.664,39.782,17.162
2022-11-15 03:15:55,5.005,3.18,2.664,39.782,17.162
2022-11-15 03:16:00,5.03,3.193,2.642,39.782,17.159
2022-11-15 03:16:05,4.992,3.164,2.595,39.786,17.155
2022-11-15 03:16:10,4.892,3.111,2.591,39.782,17.159
2022-11-15 03:16:15,4.895,3.086,2.543,39.781,17.155
2022-11-15 03:16:20,5.004,3.054,2.596,39.778,17.159
2022-11-15 03:16:25,5.005,3.037,2.564,39.789,17.155
2022-11-15 03:16:30,5.003,3.05,2.628,39.786,17.159
2022-11-15 03:16:35,5.027,3.115,2.611,39.789,17.152
2022-11-15 03:16:40,5.12,3.141,2.602,39.789,17.155
2022-11-15 03:16:45,5.026,3.121,2.614,39.782,17.159
2022-11-15 03:16:50,4.994,3.133,2.668,39.782,17.155
2022-11-15 03:16:55,5.005,3.164,2.73,39.786,17.159
2022-11-15 03:17:00,5.151,3.196,2.727,39.782,17.159
2022-11-15 03:17:05,5.023,3.205,2.681,39.782,17.159
2022-11-15 03:17:10,4.903,3.209,2.63,39.786,17.155
2022-11-15 03:17:15,4.994,3.164,2.64,39.786,17.159
2022-11-15 03:17:20,5.025,3.119,2.632,39.789,17.155
2022-11-15 03:17:25,5.155,3.117,2.766,39.782,17.155
2022-11-15 03:17:30,5.281,3.1,2.799,39.789,17.159
2022-11-15 03:17:35,5.249,3.076,2.828,39.781,17.162
2022-11-15 03:17:40,5.138,3.135,2.749,39.786,17.159
2022-11-15 03:17:45,5.026,3.16,2.7,39.779,17.159
2022-11-15 03:17:50,5.031,3.155,2.703,39.786,17.159
2022-11-15 03:17:55,4.9,3.129,2.76,39.782,17.162
2022-11-15 03:18:00,5.001,3.186,2.708,39.786,17.159
2022-11-15 03:18:05,5.149,3.227,2.708,39.782,17.155
2022-11-15 03:18:10,5.017,3.223,2.69,39.781,17.162
2022-11-15 03:18:15,5.024,3.205,2.659,39.781,17.166
2022-11-15 03:18:20,5.002,3.152,2.62,39.786,17.162
2022-11-15 03:18:25,5.027,3.133,2.626,39.789,17.159
2022-11-15 03:18:30,4.994,3.142,2.713,39.782,17.162
2022-11-15 03:18:35,5.011,3.137,2.63,39.789,17.155
2022-11-15 03:18:40,5.155,3.125,2.62,39.781,17.162
